state,CZ20,PUMA20,PUMA20_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
IA,289,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",1.4124945551156998,5.8498865678167885e-6,241456.7425779763,2,100,5070,building_footprint_area
IA,186,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",41410.96208695567,0.9998696340724408,41416.361369321705,19127,100,5070,building_footprint_area
IA,287,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",2.4229466691613197,8.927949473275323e-6,271388.9316258007,6,100,5070,building_footprint_area
IA,186,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",0.4556649923324585,1.1002052745994793e-5,41416.361369321705,1,100,5070,building_footprint_area
IA,185,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",98023.51828125853,0.5372547422898785,182452.5882516444,29174,100,5070,building_footprint_area
IA,185,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",1.189231015741825,6.518027653856025e-6,182452.5882516444,3,100,5070,building_footprint_area
IA,185,G27002300,"Brown, Martin, Faribault, Freeborn & Watonwan Counties PUMA",4.042229384183884,2.2154957750496324e-5,182452.5882516444,5,100,5070,building_footprint_area
IA,184,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",14814.82888499042,0.20790728431996267,71256.90152438753,6573,100,5070,building_footprint_area
IA,188,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",52193.91542697104,0.9999719007866912,52195.38207614573,15991,100,5070,building_footprint_area
IA,286,G27002300,"Brown, Martin, Faribault, Freeborn & Watonwan Counties PUMA",0.49562060832977295,6.89722587379715e-6,71857.96396963834,1,100,5070,building_footprint_area
IA,185,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",0.44463369250297546,2.4369821045767934e-6,182452.5882516444,3,100,5070,building_footprint_area
IA,191,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",67947.23471865396,0.9999696348405798,67949.29800992052,23258,100,5070,building_footprint_area
IA,295,G27002200,Southwest Minnesota PUMA,0.17823782563209534,9.335492034279653e-6,19092.493997917976,1,100,5070,building_footprint_area
IA,286,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",0.8464622497558594,1.1779658133836207e-5,71857.96396963834,2,100,5070,building_footprint_area
IA,286,G27002200,Southwest Minnesota PUMA,0.6074110269546509,8.452939568553546e-6,71857.96396963834,3,100,5070,building_footprint_area
IA,184,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",1.3754934519529343,1.930330147013443e-5,71256.90152438753,2,100,5070,building_footprint_area
IA,181,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",44442.55415933649,0.1594920543694054,278650.58441344963,14626,100,5070,building_footprint_area
IA,181,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",26632.968647015514,0.09557836996135156,278650.58441344963,10596,100,5070,building_footprint_area
IA,185,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",5.773597240447998,3.1644370166373686e-5,182452.5882516444,2,100,5070,building_footprint_area
IA,189,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",39818.362092355266,0.9999954762542335,39818.54222131707,14323,100,5070,building_footprint_area
IA,189,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",0.18012896180152893,4.523745766491068e-6,39818.54222131707,1,100,5070,building_footprint_area
IA,184,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",46537.51861040876,0.6530948948780967,71256.90152438753,10801,100,5070,building_footprint_area
IA,183,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",2.2765858322381973,4.042531429106488e-5,56315.84743773745,5,100,5070,building_footprint_area
IA,183,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",56313.35517474817,0.9999557449083575,56315.84743773745,21023,100,5070,building_footprint_area
IA,188,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",0.26179641485214233,5.015700708354202e-6,52195.38207614573,1,100,5070,building_footprint_area
IA,192,G19002000,Woodbury & Plymouth Counties--Sioux City PUMA,131060.186232568,0.7808457838608341,167843.88024041138,21568,100,5070,building_footprint_area
IA,192,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",0.019911274313926697,1.1862973070812448e-7,167843.88024041138,1,100,5070,building_footprint_area
IA,158,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",135443.1796993654,0.6645902173240071,203799.53867622593,30158,100,5070,building_footprint_area
IA,177,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",1.2743636071681976,1.2952746001341561e-5,98385.59383749263,3,100,5070,building_footprint_area
IA,181,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",20332.66846517683,0.07296833239369095,278650.58441344963,6822,100,5070,building_footprint_area
IA,181,G19000500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA,130157.8108990913,0.46710044112438964,278650.58441344963,15111,100,5070,building_footprint_area
IA,182,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",15008.69029588002,0.08932248572517003,168028.13058807148,5308,100,5070,building_footprint_area
IA,184,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",9903.118018836249,0.1389776682255392,71256.90152438753,3949,100,5070,building_footprint_area
IA,183,G19002000,Woodbury & Plymouth Counties--Sioux City PUMA,0.2156771570444107,3.82977735144379e-6,56315.84743773745,1,100,5070,building_footprint_area
IA,180,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",3.2403233647346497,6.002336221425959e-6,539843.6950545991,2,100,5070,building_footprint_area
IA,180,G19000800,"Clinton, Muscatine, Jones & Cedar Counties PUMA",82289.52520272892,0.15243213166434458,539843.6950545991,22480,100,5070,building_footprint_area
IA,180,G19000301,Linn County outside Cedar Rapids City PUMA,109325.7906955058,0.20251378629965983,539843.6950545991,16307,100,5070,building_footprint_area
IA,180,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",42046.911991120316,0.07788719656504972,539843.6950545991,14625,100,5070,building_footprint_area
IA,181,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",57084.58224282949,0.20486080215116242,278650.58441344963,14649,100,5070,building_footprint_area
IA,182,G19001300,Story & Boone Counties PUMA,123522.66373558203,0.7351308575729107,168028.13058807148,17802,100,5070,building_footprint_area
IA,182,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",29490.970374284545,0.17551210187883948,168028.13058807148,9666,100,5070,building_footprint_area
IA,192,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",8710.930849151453,0.05189900779625888,167843.88024041138,3910,100,5070,building_footprint_area
IA,179,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",16453.269283608533,0.35036162169715984,46960.82066268707,5495,100,5070,building_footprint_area
IA,182,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",1.229627937078476,7.31798855807641e-6,168028.13058807148,3,100,5070,building_footprint_area
IA,158,G19000800,"Clinton, Muscatine, Jones & Cedar Counties PUMA",46359.104463056196,0.22747404024651102,203799.53867622593,10094,100,5070,building_footprint_area
IA,180,G19000302,Cedar Rapids City PUMA,120322.37567192898,0.22288372870550935,539843.6950545991,8027,100,5070,building_footprint_area
IA,190,G31000200,Northeast Nebraska PUMA,1.1067351698875427,1.1147009797612452e-6,992853.8594490079,2,100,5070,building_footprint_area
IA,180,G19001100,Johnson County--Iowa City PUMA,152525.99147135066,0.2825373212072513,539843.6950545991,16371,100,5070,building_footprint_area
IA,175,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",18623.57452865725,0.025607495858917376,727270.4301608588,6038,100,5070,building_footprint_area
IA,175,G19001400,"Jasper, Marion, Warren Counties PUMA",90032.78802380478,0.1237954745443056,727270.4301608588,21792,100,5070,building_footprint_area
IA,175,G19001502,Polk County (East)--Ankeny & Altoona Cities PUMA,137228.59944665048,0.1886899202216953,727270.4301608588,13591,100,5070,building_footprint_area
IA,182,G19001502,Polk County (East)--Ankeny & Altoona Cities PUMA,2.9914757907390594,1.780342244045312e-5,168028.13058807148,3,100,5070,building_footprint_area
IA,156,G19000900,Scott County--Davenport City PUMA,173527.93001597334,0.3818670210481262,454419.7860807253,16461,100,5070,building_footprint_area
IA,175,G19001300,Story & Boone Counties PUMA,0.5527061820030212,7.599734006520419e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,175,G19001501,Polk County (West) PUMA,161927.90822165052,0.22265157705619223,727270.4301608588,11140,100,5070,building_footprint_area
IA,175,G19001600,"Dallas, Madison Counties PUMA",113116.62793160742,0.1555358546704396,727270.4301608588,18194,100,5070,building_footprint_area
IA,175,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",0.47184082865715027,6.487831886039803e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,175,G19002100,Southwest Iowa--Council Bluffs City PUMA,17999.80400342145,0.024749808677688473,727270.4301608588,8757,100,5070,building_footprint_area
IA,182,G19002100,Southwest Iowa--Council Bluffs City PUMA,1.5850785970687866,9.433412081187037e-6,168028.13058807148,2,100,5070,building_footprint_area
IA,179,G19002100,Southwest Iowa--Council Bluffs City PUMA,30507.340483525302,0.6496338874197964,46960.82066268707,13310,100,5070,building_footprint_area
IA,190,G19002100,Southwest Iowa--Council Bluffs City PUMA,122056.49563208572,0.12293500646693556,992853.8594490079,26225,100,5070,building_footprint_area
IA,192,G19002100,Southwest Iowa--Council Bluffs City PUMA,0.41847629845142365,2.493247283439936e-6,167843.88024041138,2,100,5070,building_footprint_area
IA,175,G19001503,Des Moines City PUMA,188336.54695289768,0.2589635700041333,727270.4301608588,9618,100,5070,building_footprint_area
IA,180,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",22541.980522691272,0.04175649494324724,539843.6950545991,7829,100,5070,building_footprint_area
IA,178,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",99335.14702905877,0.6512085461063468,152539.68582414254,34730,100,5070,building_footprint_area
IA,178,G19001400,"Jasper, Marion, Warren Counties PUMA",33366.57056621462,0.21874026018830095,152539.68582414254,8765,100,5070,building_footprint_area
IA,175,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",0.1933707743883133,2.658856545914334e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,180,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",10787.879175908398,0.01998333827871663,539843.6950545991,4417,100,5070,building_footprint_area
IA,190,G31000903,Douglas County--Omaha City (Northeast) PUMA,12.740810006856918,1.2832512948005794e-5,992853.8594490079,4,100,5070,building_footprint_area
IA,155,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",92716.13461834576,0.7524231419253973,123223.39578909252,23026,100,5070,building_footprint_area
IA,155,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",0.6804932579398155,5.522435521128946e-6,123223.39578909252,2,100,5070,building_footprint_area
IA,178,G19001800,Southern Iowa PUMA,19832.90206148848,0.13001798157859792,152539.68582414254,8940,100,5070,building_footprint_area
IA,187,G19001800,Southern Iowa PUMA,32331.60943589057,0.9999132111240608,32334.415703483624,15258,100,5070,building_footprint_area
IA,187,G19001400,"Jasper, Marion, Warren Counties PUMA",1.9054011106491089,5.8927958622237485e-5,32334.415703483624,1,100,5070,building_footprint_area
IA,175,G19001800,Southern Iowa PUMA,3.3631343841552734,4.624324384275338e-6,727270.4301608588,2,100,5070,building_footprint_area
IA,176,G19001800,Southern Iowa PUMA,58363.92313729675,0.9998976390938044,58369.89793294371,22272,100,5070,building_footprint_area
IA,179,G19001800,Southern Iowa PUMA,0.21089555323123932,4.490883043677457e-6,46960.82066268707,2,100,5070,building_footprint_area
IA,190,G19001800,Southern Iowa PUMA,1.1623893678188324,1.1707557529805138e-6,992853.8594490079,2,100,5070,building_footprint_area
IA,178,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",0.9033059477806091,5.92177663734012e-6,152539.68582414254,1,100,5070,building_footprint_area
IA,155,G29000300,Northeast Missouri PUMA,0.305842787027359,2.482018816871719e-6,123223.39578909252,1,100,5070,building_footprint_area
IA,307,G29000300,Northeast Missouri PUMA,0.21085824072360992,4.374519779669626e-6,48201.46012450638,1,100,5070,building_footprint_area
IA,307,G29000100,Northwest Missouri PUMA,3.496791273355484,7.254533917277872e-5,48201.46012450638,3,100,5070,building_footprint_area
IA,317,G19001800,Southern Iowa PUMA,0.8190078139305115,2.7557663204119295e-5,29719.784579125233,1,100,5070,building_footprint_area
IA,308,G29000100,Northwest Missouri PUMA,1.2143979966640472,3.625626993560263e-5,33494.840997737134,3,100,5070,building_footprint_area
IA,320,G29000100,Northwest Missouri PUMA,10.842953242361546,3.700169021378569e-4,29303.94038681453,5,100,5070,building_footprint_area
ID,135,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",58646.231587618706,0.08187061166086856,716328.2452383296,24755,100,5070,building_footprint_area
ID,333,G30000100,"Flathead, Glacier & Lincoln Counties--Kalispell City PUMA",0.8345807790756226,5.437095014074094e-6,153497.55281364103,1,100,5070,building_footprint_area
ID,135,G53026500,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA",15.536956071853638,2.168971581831781e-5,716328.2452383296,7,100,5070,building_footprint_area
ID,135,G53026301,Spokane County (Outer)--Cheney City PUMA,4.0217688381671906,5.614421691314304e-6,716328.2452383296,2,100,5070,building_footprint_area
ID,133,G16000200,"Kootenai County (Northeast)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",159844.65313540446,0.8503904204452019,187966.19681077963,21486,100,5070,building_footprint_area
